HomeOdds,DrawOdds,AwayOdds,Winner,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,HTGD,ATGD,DiffFormPts,DiffLP
5.5,3.6,1.66,-1,0.863636363636,2.0,L,D,W,W,W,D,18.0,2.0,-0.454545454545,0.7727272727269999,-0.227272727273,16.0
1.72,3.6,5.0,0,1.13043478261,0.8695652173909999,L,L,L,L,W,L,13.0,7.0,-0.521739130435,-0.434782608696,-0.217391304348,6.0
1.44,4.2,8.0,1,1.47826086957,0.304347826087,L,W,L,L,L,L,9.0,18.0,0.391304347826,-1.60869565217,0.130434782609,-9.0
3.25,3.25,2.25,-1,0.8695652173909999,1.69565217391,W,D,L,W,W,L,18.0,6.0,-0.652173913043,0.6956521739129999,-0.0434782608696,12.0
2.0,3.4,3.8,0,1.69565217391,1.4347826087,L,W,D,D,W,L,14.0,15.0,0.260869565217,0.304347826087,-0.08695652173910001,-1.0
1.61,3.75,6.0,0,1.7391304347799998,1.69565217391,D,D,D,W,W,W,3.0,11.0,0.913043478261,0.521739130435,-0.17391304347800002,-8.0
1.9,3.4,4.2,0,1.69565217391,1.5652173913,W,W,W,W,W,W,11.0,10.0,0.521739130435,0.0434782608696,0.0434782608696,1.0
1.9,3.4,4.2,0,0.875,0.625,D,L,W,L,L,L,7.0,18.0,-0.416666666667,-0.791666666667,0.125,-11.0
1.9,3.3,4.33,1,0.916666666667,0.833333333333,D,D,L,L,W,D,12.0,18.0,-0.708333333333,-0.666666666667,-0.08333333333330001,-6.0
2.3,3.25,3.2,1,0.833333333333,0.833333333333,L,W,L,L,D,L,18.0,18.0,-0.833333333333,-0.458333333333,0.0416666666667,0.0
1.28,5.0,13.0,1,2.25,1.125,W,D,W,D,L,L,4.0,13.0,1.20833333333,-0.5,0.416666666667,-9.0
4.0,3.5,1.9,1,1.5,1.66666666667,W,D,W,L,D,D,15.0,3.0,0.333333333333,0.833333333333,0.25,12.0
1.22,6.0,15.0,1,2.08333333333,0.916666666667,W,W,W,L,L,L,2.0,8.0,0.833333333333,-0.791666666667,0.5,-6.0
5.0,3.6,1.72,0,0.29166666666700003,1.66666666667,L,L,L,D,L,W,18.0,14.0,-1.625,0.25,-0.25,4.0
2.37,3.25,3.1,0,1.75,1.125,W,W,W,W,L,L,6.0,5.0,0.708333333333,0.166666666667,0.125,1.0
1.25,5.5,13.0,1,2.25,1.54166666667,W,W,W,W,L,W,1.0,9.0,1.45833333333,0.458333333333,0.208333333333,-8.0
2.37,3.2,3.1,0,1.52,1.72,D,D,W,D,W,W,10.0,6.0,0.04,0.68,0.04,4.0
1.3,5.0,12.0,1,1.72,0.92,W,L,D,W,L,W,3.0,18.0,0.92,-0.72,-0.12,-15.0
4.5,3.6,1.8,-1,1.64,2.28,D,D,L,W,W,D,14.0,4.0,0.24,1.28,-0.28,10.0
2.15,3.25,3.5,-1,0.88,0.88,L,L,L,D,D,L,8.0,7.0,-0.8,-0.4,-0.2,1.0
4.5,3.5,1.83,0,1.12,2.28,D,W,L,W,W,W,5.0,1.0,0.16,1.48,-0.2,4.0
2.62,3.25,2.7,1,0.8,1.44,L,L,W,L,W,D,18.0,15.0,-0.68,0.28,-0.12,3.0
1.61,3.5,6.5,0,0.833333333333,0.29166666666700003,L,D,L,L,L,L,18.0,18.0,-0.458333333333,-1.625,0.208333333333,0.0
5.25,3.5,1.72,0,1.48,2.12,L,W,L,W,W,W,9.0,2.0,0.36,0.84,-0.36,7.0
2.7,3.25,2.62,-1,0.7037037037039999,1.48148148148,L,W,D,W,D,L,18.0,15.0,-0.7037037037039999,0.296296296296,-0.148148148148,3.0
1.61,3.75,6.0,1,0.8518518518520001,0.333333333333,L,W,L,L,D,D,18.0,18.0,-0.666666666667,-1.55555555556,0.148148148148,0.0
1.61,3.75,6.0,1,1.51851851852,0.962962962963,W,D,L,W,L,W,9.0,18.0,0.37037037037,-0.7037037037039999,-0.07407407407410001,-9.0
7.0,4.0,1.5,-1,1.03703703704,2.14814814815,L,D,L,L,D,W,13.0,1.0,-0.666666666667,1.33333333333,-0.296296296296,12.0
1.4,4.2,9.5,1,1.74074074074,1.07407407407,W,D,W,W,D,W,3.0,12.0,0.888888888889,-0.555555555556,-0.037037037037,-9.0
7.0,4.0,1.5,0,0.807692307692,2.3076923076900004,D,L,L,W,W,W,18.0,4.0,-0.5,1.30769230769,-0.423076923077,14.0
3.1,3.25,2.37,-1,0.814814814815,1.62962962963,L,L,L,W,L,D,8.0,11.0,-0.8518518518520001,0.518518518519,-0.296296296296,-3.0
1.83,3.5,4.5,1,1.44444444444,0.925925925926,L,D,D,L,W,D,10.0,7.0,-0.037037037037,-0.333333333333,0.037037037037,3.0
2.4,3.25,3.0,-1,1.62962962963,1.74074074074,W,L,D,W,D,D,14.0,6.0,0.185185185185,0.666666666667,-0.222222222222,8.0
17.0,7.0,1.16,-1,0.344827586207,2.2068965517200003,D,L,L,W,W,L,18.0,1.0,-1.51724137931,1.48275862069,-0.241379310345,17.0
1.25,5.5,13.0,0,2.24137931034,1.0,D,D,W,L,L,W,4.0,12.0,1.24137931034,-0.586206896552,0.137931034483,-8.0
2.37,3.25,3.1,1,1.56666666667,1.63333333333,W,L,W,D,D,W,9.0,11.0,0.366666666667,0.5,0.06666666666669999,-2.0
8.0,4.2,1.44,-1,0.9,2.13333333333,L,D,L,W,W,W,18.0,2.0,-0.7,1.03333333333,-0.233333333333,16.0
2.5,3.3,2.87,1,1.33333333333,1.53333333333,L,L,L,D,W,W,15.0,10.0,-0.133333333333,0.1,-0.133333333333,5.0
1.25,5.5,13.0,1,1.86666666667,0.933333333333,W,W,W,W,W,L,3.0,8.0,1.1,-0.7,0.233333333333,-5.0
3.5,3.4,2.1,1,0.666666666667,1.86666666667,D,L,L,W,W,W,18.0,6.0,-0.766666666667,0.766666666667,-0.3,12.0
2.6,3.3,2.7,1,1.5,1.16666666667,L,D,L,L,W,L,14.0,5.0,0.0333333333333,0.233333333333,-0.1,9.0
2.25,3.3,3.25,1,0.933333333333,0.833333333333,D,D,W,L,L,L,18.0,7.0,-0.533333333333,-0.5,0.166666666667,11.0
2.2,3.25,3.4,0,0.8666666666670001,0.933333333333,L,W,D,L,L,L,18.0,13.0,-0.4,-0.8666666666670001,0.166666666667,5.0
1.16,7.0,17.0,1,2.23333333333,0.833333333333,W,W,W,L,L,L,1.0,7.0,1.46666666667,-0.5,0.233333333333,-6.0
3.6,3.3,2.1,0,1.16666666667,2.13333333333,L,W,L,W,W,W,5.0,2.0,0.233333333333,1.03333333333,-0.133333333333,3.0
1.8,3.5,4.75,1,0.935483870968,0.741935483871,D,L,L,W,D,L,13.0,18.0,-0.8387096774189999,-0.709677419355,-0.0967741935484,-5.0
1.57,3.8,6.5,-1,1.58064516129,0.8709677419349999,L,D,D,L,L,D,11.0,18.0,0.41935483871,-0.709677419355,0.12903225806500002,-7.0
1.72,3.6,5.0,1,1.48387096774,1.0,L,D,W,W,D,D,10.0,18.0,0.0645161290323,-0.483870967742,-0.0322580645161,-8.0
2.37,3.3,3.0,0,0.8064516129029999,1.5483870967700002,L,L,L,W,L,D,7.0,14.0,-0.548387096774,0.0645161290323,-0.225806451613,-7.0
1.72,3.6,5.0,0,1.8064516129,1.38709677419,L,W,W,W,L,L,6.0,15.0,0.709677419355,-0.0967741935484,0.193548387097,-9.0
1.44,4.2,8.0,1,1.0,0.322580645161,D,D,L,L,L,D,12.0,18.0,-0.548387096774,-1.61290322581,0.12903225806500002,-6.0
2.0,3.5,3.75,1,0.903225806452,0.8709677419349999,L,W,W,D,L,W,8.0,18.0,-0.709677419355,-0.387096774194,0.0,-10.0
1.9,3.5,4.0,1,1.1612903225799998,1.61290322581,D,L,W,W,W,L,5.0,9.0,0.225806451613,0.41935483871,-0.16129032258099998,-4.0
2.2,3.2,3.5,1,2.09677419355,2.16129032258,D,W,W,D,D,D,2.0,4.0,1.0,1.1612903225799998,0.12903225806500002,-2.0
2.0,3.3,4.0,1,2.25806451613,1.90322580645,W,W,W,W,W,W,1.0,3.0,1.48387096774,1.09677419355,-0.0967741935484,-2.0
2.4,3.3,3.0,1,0.84375,1.53125,L,D,L,D,W,L,18.0,14.0,-0.40625,0.0625,0.0,4.0
5.0,3.6,1.72,-1,0.8125,2.09375,D,L,L,L,D,D,7.0,4.0,-0.53125,1.09375,-0.09375,3.0
3.0,3.3,2.4,0,0.3125,0.71875,L,L,L,L,W,D,18.0,18.0,-1.59375,-0.75,-0.09375,0.0
1.3,5.0,12.0,1,2.28125,1.53125,W,W,W,L,L,D,1.0,11.0,1.53125,0.375,0.3125,-10.0
1.8,3.6,4.5,1,1.5625,0.96875,L,W,W,L,W,D,9.0,18.0,0.34375,-0.53125,0.03125,-9.0
2.4,3.3,3.0,0,0.96875,1.53125,W,L,W,W,L,D,8.0,10.0,-0.65625,0.125,-0.03125,-2.0
2.25,3.3,3.25,1,0.9375,1.375,W,L,L,D,W,L,18.0,15.0,-0.65625,-0.09375,0.0,3.0
1.3,5.0,12.0,1,2.125,1.0625,W,D,W,W,D,D,2.0,12.0,1.0,-0.5,0.25,-10.0
1.66,3.6,5.5,-1,1.21875,1.0,W,D,L,W,D,L,5.0,13.0,0.28125,-0.75,0.09375,-8.0
1.72,3.6,5.0,1,1.84375,1.78125,L,W,W,D,L,W,3.0,6.0,0.96875,0.6875,0.0625,-3.0
1.83,3.5,4.5,1,2.26470588235,2.08823529412,D,W,W,D,W,L,1.0,4.0,1.55882352941,1.05882352941,0.205882352941,-3.0
1.5,4.0,7.0,1,1.85294117647,1.5,D,W,L,D,D,W,3.0,10.0,0.941176470588,0.117647058824,0.117647058824,-7.0
1.22,6.0,15.0,0,2.17647058824,1.0,W,W,W,W,L,L,2.0,18.0,1.02941176471,-0.5,0.176470588235,-16.0
3.8,3.4,2.0,-1,1.74285714286,2.14285714286,D,W,L,D,W,W,6.0,2.0,0.628571428571,1.0,-0.171428571429,4.0
1.36,5.0,8.5,1,1.25714285714,0.314285714286,L,L,L,L,L,D,15.0,18.0,-0.171428571429,-1.6571428571399998,0.0857142857143,-3.0
1.33,5.0,10.0,1,2.02857142857,0.914285714286,L,D,W,L,L,D,4.0,8.0,1.0,-0.7428571428569999,0.0285714285714,-4.0
6.0,4.0,1.57,0,1.4571428571399998,2.28571428571,L,D,D,W,D,W,10.0,1.0,0.0571428571429,1.5428571428600002,-0.228571428571,9.0
3.4,3.25,2.2,-1,0.771428571429,1.88571428571,W,L,D,W,D,W,18.0,3.0,-0.6857142857140001,0.971428571429,-0.0857142857143,15.0
2.1,3.3,3.6,-1,1.02857142857,0.828571428571,D,D,L,W,L,L,12.0,7.0,-0.485714285714,-0.6,0.0571428571429,5.0
2.62,3.3,2.7,0,1.0,1.17142857143,D,W,L,D,D,L,18.0,5.0,-0.485714285714,0.171428571429,0.0285714285714,13.0
1.83,3.5,4.5,1,1.11428571429,1.02857142857,D,W,W,L,W,W,13.0,18.0,-0.514285714286,-0.542857142857,0.0571428571429,-5.0
2.37,3.3,3.0,1,1.48571428571,1.62857142857,W,L,L,D,W,W,14.0,9.0,-0.0285714285714,0.4,-0.0857142857143,5.0
1.8,3.3,5.0,1,1.57142857143,0.885714285714,W,W,L,D,L,W,11.0,18.0,0.514285714286,-0.371428571429,0.0285714285714,-7.0
2.75,3.25,2.6,0,0.861111111111,1.91666666667,L,D,L,W,W,D,18.0,3.0,-0.472222222222,1.0,-0.166666666667,15.0
1.9,3.5,4.0,0,1.16666666667,0.888888888889,D,D,D,W,W,L,5.0,7.0,0.166666666667,-0.555555555556,-0.0277777777778,-2.0
2.3,3.1,3.4,1,1.0,1.0,L,L,W,L,D,D,18.0,12.0,-0.583333333333,-0.5,0.111111111111,6.0
2.5,3.1,3.0,1,2.16666666667,2.25,W,D,W,D,W,D,2.0,1.0,1.0,1.5,0.0555555555556,1.0
2.1,3.2,3.75,0,1.0,0.888888888889,D,D,W,L,L,L,18.0,8.0,-0.472222222222,-0.777777777778,0.0277777777778,10.0
2.5,3.3,2.87,0,1.30555555556,1.16666666667,W,L,L,W,D,W,15.0,13.0,-0.138888888889,-0.444444444444,-0.25,2.0
1.83,3.5,4.5,-1,1.52777777778,0.75,W,W,L,L,W,L,14.0,18.0,0.0277777777778,-0.722222222222,0.08333333333330001,-4.0
2.1,3.3,3.6,-1,1.58333333333,1.44444444444,L,D,W,D,L,D,9.0,10.0,0.333333333333,0.0555555555556,0.0277777777778,-1.0
2.25,3.3,3.25,0,1.69444444444,1.61111111111,L,D,W,W,W,W,6.0,11.0,0.583333333333,0.611111111111,-0.111111111111,-5.0
13.0,5.5,1.25,-1,0.305555555556,2.05555555556,L,L,L,W,L,D,18.0,4.0,-1.63888888889,1.02777777778,-0.166666666667,14.0
6.0,4.2,1.53,-1,1.16216216216,2.1891891891900004,D,W,D,W,W,D,13.0,2.0,-0.432432432432,1.0,-0.0540540540541,11.0
2.4,3.25,3.0,1,0.25,1.5,D,L,L,W,L,W,18.0,10.0,-0.5,0.25,-1.25,8.0
2.25,3.3,3.3,1,1.5,1.0,W,W,L,D,L,W,17.0,16.0,0.25,0.25,0.5,1.0
3.0,3.0,2.6,1,1.75,1.0,D,W,W,L,W,D,4.0,1.0,0.5,0.0,0.75,3.0
4.33,3.3,1.91,-1,1.5,1.75,W,W,L,D,W,W,9.0,2.0,1.0,1.25,-0.25,7.0
1.62,3.75,5.75,-1,1.0,1.0,L,W,D,L,D,W,12.0,18.0,-0.5,-1.0,0.0,-6.0
2.05,3.3,4.0,0,0.75,0.75,W,L,L,L,W,L,14.0,15.0,0.75,-0.75,0.0,-1.0
2.0,3.5,3.75,1,0.75,1.5,W,L,L,W,L,W,8.0,13.0,-0.5,0.25,-0.75,-5.0
3.4,3.4,2.2,-1,0.75,0.75,L,W,L,L,W,L,18.0,5.0,-0.5,-0.75,0.0,13.0
2.1,3.3,3.6,-1,0.25,1.0,D,L,L,D,L,W,11.0,6.0,-0.5,0.25,-0.75,5.0
2.1,3.3,3.6,1,1.0,1.5,L,D,W,W,W,L,7.0,17.0,-0.5,0.25,-0.5,-10.0
6.5,3.75,1.57,-1,0.8,1.8,L,D,L,W,W,L,16.0,3.0,0.0,1.4,-1.0,13.0
1.2,6.5,15.0,0,2.0,0.6,W,D,W,L,L,W,4.0,18.0,0.6,-0.6,1.4,-14.0
2.38,3.1,3.2,1,0.8,1.2,D,L,W,L,W,L,15.0,13.0,-0.6,0.0,-0.4,2.0
2.1,3.3,3.6,1,1.2,0.8,L,W,L,L,L,W,10.0,12.0,0.0,-0.6,0.4,-2.0
3.25,3.3,2.25,-1,0.8,1.4,W,D,L,W,D,L,18.0,6.0,-0.2,0.4,-0.6,12.0
2.0,3.3,4.0,1,1.2,1.2,L,W,W,W,W,L,9.0,8.0,0.4,-0.2,0.0,1.0
1.73,3.6,5.0,0,0.2,0.8,L,D,L,D,W,L,11.0,14.0,-0.6,0.6,-0.6,-3.0
2.2,3.1,3.6,0,2.0,1.0,W,D,W,D,L,W,2.0,1.0,1.4,0.0,1.0,1.0
3.1,3.4,2.3,0,1.4,1.2,W,L,D,W,L,W,18.0,5.0,-0.6,-0.4,0.2,13.0
1.22,6.0,15.0,1,1.33333333333,0.666666666667,W,D,L,L,L,D,1.0,16.0,0.333333333333,-0.333333333333,0.666666666667,-15.0
1.2,6.0,17.0,-1,1.8,1.4,W,W,L,W,L,D,3.0,18.0,1.4,-0.6,0.4,-15.0
1.57,3.75,6.5,1,1.66666666667,1.16666666667,W,W,D,W,D,L,6.0,15.0,0.5,-0.166666666667,0.5,-9.0
3.75,3.25,2.1,-1,1.16666666667,1.83333333333,D,W,L,D,W,D,5.0,4.0,-0.333333333333,0.5,-0.666666666667,1.0
2.3,3.25,3.2,-1,1.0,1.5,L,L,W,W,L,W,17.0,10.0,-0.166666666667,0.333333333333,-0.5,7.0
9.0,4.75,1.36,-1,0.666666666667,1.83333333333,D,L,L,D,W,D,18.0,2.0,-0.5,1.16666666667,-1.16666666667,16.0
1.8,3.4,5.0,-1,1.0,0.666666666667,L,L,W,L,W,D,13.0,18.0,-0.333333333333,-0.333333333333,0.333333333333,-5.0
2.6,3.3,2.75,-1,0.666666666667,1.16666666667,L,L,L,W,L,L,12.0,7.0,-0.833333333333,-0.833333333333,-0.5,5.0
2.5,3.25,3.0,1,1.0,0.333333333333,L,W,W,D,L,D,8.0,11.0,-1.16666666667,-0.5,0.666666666667,-3.0
3.0,3.3,2.38,1,0.833333333333,1.5,D,D,W,W,L,W,14.0,9.0,0.5,1.33333333333,-0.666666666667,5.0
1.83,3.25,5.0,0,1.625,1.5,L,W,W,W,W,L,6.0,8.0,0.25,-0.5,-0.25,-2.0
2.4,3.25,3.0,0,0.875,1.25,W,L,L,L,W,W,16.0,7.0,-0.25,-0.75,-0.25,9.0
2.25,3.25,3.3,0,0.875,1.0,D,L,L,D,L,W,17.0,15.0,-0.25,-0.25,-0.125,2.0
1.4,4.33,9.0,1,2.125,1.0,W,W,D,L,W,D,4.0,14.0,0.75,0.375,0.375,-10.0
1.2,6.5,15.0,1,1.75,1.25,W,W,W,W,W,L,1.0,18.0,1.0,0.0,0.0,-17.0
6.0,3.7,1.62,-1,1.125,2.125,W,L,L,W,W,D,13.0,2.0,-0.25,1.375,-0.625,11.0
1.36,4.5,10.0,1,1.71428571429,1.0,L,W,W,L,D,W,3.0,5.0,1.14285714286,-0.5714285714289999,0.28571428571400004,-2.0
2.62,3.25,2.75,1,1.75,1.5,W,W,D,L,W,W,18.0,10.0,-0.125,0.125,0.125,8.0
3.25,3.3,2.25,1,0.5,0.25,L,L,D,L,L,D,18.0,11.0,-0.75,-0.75,-0.125,7.0
3.0,3.25,2.4,0,0.625,1.125,D,L,L,L,L,W,12.0,9.0,-0.75,0.75,-0.625,3.0
2.2,3.3,3.4,1,1.0,0.666666666667,D,D,L,D,D,L,15.0,12.0,-0.222222222222,-0.666666666667,0.444444444444,3.0
7.5,4.0,1.5,0,0.888888888889,1.66666666667,L,D,L,D,W,W,5.0,1.0,-0.666666666667,0.888888888889,-0.666666666667,4.0
2.2,3.3,3.4,-1,1.11111111111,1.88888888889,L,W,W,W,W,W,18.0,18.0,-0.444444444444,0.0,-0.444444444444,0.0
2.1,3.25,3.75,0,1.25,1.125,L,W,W,W,L,L,7.0,13.0,-0.75,-0.25,0.0,-6.0
2.05,3.3,4.0,1,0.222222222222,0.888888888889,L,L,L,D,W,L,11.0,16.0,-0.777777777778,-0.222222222222,-0.333333333333,-5.0
1.83,3.5,4.5,0,1.44444444444,0.888888888889,D,W,W,D,D,L,8.0,17.0,-0.444444444444,-0.222222222222,0.888888888889,-9.0
1.44,4.33,7.5,1,1.11111111111,0.777777777778,D,L,L,W,L,L,9.0,18.0,0.666666666667,-0.555555555556,0.0,-9.0
1.91,3.25,4.5,-1,2.22222222222,2.22222222222,W,W,W,W,W,W,2.0,4.0,1.77777777778,0.777777777778,0.0,-2.0
2.6,3.3,2.75,-1,0.888888888889,1.55555555556,L,L,W,D,L,W,14.0,6.0,0.222222222222,0.222222222222,-0.555555555556,8.0
6.0,3.75,1.62,-1,1.33333333333,1.77777777778,L,L,W,W,D,L,10.0,3.0,0.0,1.11111111111,-0.444444444444,7.0
1.83,3.5,4.5,1,0.666666666667,1.11111111111,D,D,L,L,W,W,12.0,18.0,-0.666666666667,-0.444444444444,-0.777777777778,-6.0
2.88,3.3,2.5,1,1.0,1.3,D,L,W,W,D,L,13.0,9.0,-0.7,0.9,-0.3,4.0
1.2,6.0,19.0,1,1.8,1.2,W,D,W,L,L,L,1.0,10.0,1.0,-0.2,0.7,-9.0
1.33,5.0,10.0,1,2.3,1.4,W,W,W,D,D,W,4.0,8.0,0.8,-0.4,0.5,-4.0
8.0,4.33,1.44,-1,2.0,2.0,W,W,W,L,W,W,18.0,2.0,0.3,1.5,0.3,16.0
2.6,3.3,2.75,1,0.7,1.2,L,W,L,W,D,D,18.0,15.0,-0.8,-0.1,-0.4,3.0
1.44,4.5,7.5,0,1.9,0.5,W,W,D,W,L,L,3.0,11.0,1.2,-0.5,0.6,-8.0
2.38,3.3,3.0,1,1.1,0.8,W,D,D,L,L,L,17.0,14.0,0.0,-0.2,0.1,3.0
2.6,3.3,2.75,-1,0.8,0.9,L,D,W,D,L,D,16.0,5.0,-0.4,-0.6,0.1,11.0
1.67,3.75,5.5,1,1.7,1.2,W,D,L,D,D,L,6.0,7.0,0.6,-0.6,0.2,-1.0
2.0,3.4,3.8,-1,1.0,0.923076923077,L,D,L,L,L,L,7.0,15.0,-0.692307692308,-0.615384615385,-0.0769230769231,-8.0
6.0,3.75,1.62,-1,1.07692307692,2.23076923077,W,W,L,W,L,W,16.0,4.0,-0.153846153846,0.846153846154,-0.384615384615,12.0
3.3,3.3,2.25,1,1.30769230769,0.923076923077,W,W,L,W,W,D,17.0,11.0,0.0769230769231,-0.230769230769,0.0,6.0
1.14,7.5,23.0,1,1.84615384615,1.07692307692,W,L,W,D,W,W,1.0,18.0,1.15384615385,-0.461538461538,0.0,-17.0
2.1,3.3,3.6,0,0.923076923077,0.923076923077,L,W,W,D,W,L,12.0,14.0,-0.384615384615,-0.230769230769,0.230769230769,-2.0
12.0,5.0,1.3,-1,0.846153846154,2.23076923077,L,D,L,W,W,W,18.0,2.0,-0.846153846154,1.92307692308,-0.846153846154,16.0
2.5,3.25,2.88,0,1.0,1.30769230769,L,D,L,W,L,L,10.0,8.0,-0.461538461538,-0.384615384615,-0.307692307692,2.0
1.5,4.0,7.0,-1,1.66666666667,1.66666666667,L,D,W,L,W,W,3.0,6.0,0.916666666667,0.416666666667,0.08333333333330001,-3.0
1.83,3.5,4.5,0,1.3846153846200002,1.30769230769,W,W,W,W,D,W,5.0,13.0,-0.153846153846,-0.307692307692,0.153846153846,-8.0
2.88,3.25,2.5,0,1.5384615384600002,1.0,L,L,L,L,L,L,18.0,9.0,-0.153846153846,0.307692307692,0.153846153846,9.0
1.91,3.4,4.33,-1,1.28571428571,1.0,D,W,D,L,W,W,13.0,16.0,-0.28571428571400004,-0.28571428571400004,0.214285714286,-3.0
2.2,3.3,3.4,1,1.0,0.785714285714,L,D,W,L,L,D,18.0,18.0,-0.785714285714,-1.0,0.428571428571,0.0
1.8,3.6,4.5,0,1.28571428571,1.5,D,W,L,D,L,L,8.0,18.0,-0.357142857143,-0.14285714285700002,0.07142857142860001,-10.0
3.25,3.4,2.2,1,1.0,1.64285714286,D,L,L,L,W,L,9.0,3.0,0.28571428571400004,0.714285714286,-0.214285714286,6.0
1.25,5.5,15.0,0,2.28571428571,1.28571428571,W,W,L,D,W,W,4.0,17.0,0.928571428571,0.07142857142860001,0.14285714285700002,-13.0
1.2,6.0,19.0,0,2.28571428571,0.928571428571,W,W,W,D,L,W,2.0,12.0,2.0,-0.357142857143,0.357142857143,-10.0
5.0,3.6,1.73,0,1.5384615384600002,1.84615384615,L,L,W,W,L,W,6.0,1.0,0.307692307692,1.15384615385,-0.230769230769,5.0
1.73,3.75,4.75,1,0.8571428571430001,0.928571428571,L,W,W,L,L,D,11.0,7.0,-0.28571428571400004,-0.714285714286,0.5714285714289999,4.0
2.1,3.4,3.5,-1,1.0714285714299998,1.0,W,L,L,D,L,D,15.0,10.0,-0.5,-0.428571428571,0.28571428571400004,5.0
2.5,3.3,2.88,1,0.928571428571,1.35714285714,D,D,W,D,W,W,14.0,5.0,-0.214285714286,-0.14285714285700002,-0.428571428571,9.0
2.2,3.3,3.4,0,1.2,0.933333333333,L,D,W,D,D,L,13.0,12.0,-0.4,-0.333333333333,0.0,1.0
1.73,3.6,5.0,1,1.0666666666700002,0.733333333333,W,D,D,L,L,L,14.0,18.0,-0.133333333333,-1.0,0.466666666667,-4.0
2.25,3.3,3.3,-1,1.0,1.13333333333,L,W,L,W,L,W,15.0,16.0,-0.533333333333,-0.133333333333,-0.4,-1.0
1.57,3.8,6.5,0,1.64285714286,1.28571428571,W,L,L,D,W,W,6.0,17.0,0.428571428571,0.07142857142860001,-0.07142857142860001,-11.0
2.4,3.4,2.88,0,1.13333333333,1.46666666667,W,L,D,D,D,L,18.0,18.0,-0.666666666667,-0.133333333333,0.533333333333,0.0
1.91,3.5,4.0,-1,1.0,1.2666666666700002,W,L,W,L,D,W,11.0,5.0,-0.2,-0.2,0.0,6.0
2.1,3.3,3.6,1,1.2666666666700002,0.8666666666670001,D,D,W,L,L,L,8.0,7.0,-0.333333333333,-0.733333333333,0.266666666667,1.0
4.33,3.6,1.83,-1,1.13333333333,1.86666666667,W,D,L,W,D,W,9.0,1.0,0.466666666667,1.0666666666700002,-0.4,8.0
1.8,3.4,5.0,-1,2.2,1.53333333333,D,W,W,L,L,W,2.0,3.0,1.86666666667,0.466666666667,0.6,-1.0
2.0,3.4,3.8,1,0.8823529411759999,0.705882352941,L,L,L,D,L,L,15.0,18.0,-0.705882352941,-0.941176470588,0.117647058824,-3.0
4.5,3.6,1.8,0,1.11764705882,1.70588235294,L,D,L,W,W,L,13.0,3.0,-0.411764705882,0.529411764706,-0.235294117647,10.0
2.5,3.25,2.88,0,1.11764705882,1.23529411765,D,D,W,D,D,D,18.0,17.0,-0.588235294118,0.0588235294118,-0.0588235294118,1.0
1.33,5.0,10.0,0,2.17647058824,1.52941176471,W,D,D,W,D,D,4.0,18.0,0.8823529411759999,-0.0588235294118,0.294117647059,-14.0
2.0,3.4,3.8,-1,1.05882352941,1.29411764706,D,L,W,L,W,L,9.0,5.0,0.35294117647100004,-0.176470588235,-0.117647058824,4.0
4.5,3.5,1.83,0,1.05882352941,1.88235294118,W,L,W,D,W,W,11.0,1.0,-0.117647058824,1.0,-0.117647058824,10.0
2.1,3.3,3.6,1,1.11764705882,0.7647058823530001,L,W,W,L,L,L,14.0,7.0,-0.117647058824,-0.8235294117649999,0.470588235294,7.0
1.67,3.6,5.5,1,1.5625,1.25,D,D,W,W,W,L,6.0,16.0,0.375,0.0625,-0.4375,-10.0
2.05,3.2,3.4,-1,1.35294117647,0.941176470588,D,W,D,D,D,D,8.0,12.0,-0.235294117647,-0.294117647059,0.294117647059,-4.0
1.25,5.5,15.0,0,2.11764705882,1.05882352941,W,L,D,L,D,W,2.0,10.0,1.70588235294,-0.411764705882,0.294117647059,-8.0
1.83,3.5,4.5,1,0.7647058823530001,1.11764705882,L,L,L,D,D,W,7.0,18.0,-0.8235294117649999,-0.588235294118,-0.35294117647100004,-11.0
2.2,3.25,3.4,1,1.11111111111,1.27777777778,L,L,W,L,D,W,16.0,8.0,-0.166666666667,-0.388888888889,0.0,8.0
2.2,3.25,3.5,1,1.33333333333,1.11111111111,W,D,D,D,L,D,17.0,13.0,0.222222222222,-0.388888888889,0.222222222222,4.0
2.1,3.25,3.75,-1,1.5,1.0,D,W,D,W,L,L,18.0,15.0,-0.0555555555556,-0.444444444444,0.0555555555556,3.0
3.0,3.4,2.37,-1,1.05555555556,1.72222222222,D,L,D,W,W,D,10.0,6.0,-0.388888888889,0.5,-0.277777777778,4.0
2.4,3.25,3.0,0,1.66666666667,2.11111111111,D,W,W,D,W,D,3.0,4.0,0.5,0.833333333333,-0.111111111111,-1.0
3.25,3.3,2.25,1,0.666666666667,1.0,L,D,L,L,D,L,18.0,9.0,-1.11111111111,0.277777777778,-0.222222222222,9.0
2.37,3.4,3.0,1,1.05555555556,1.05555555556,W,D,D,D,W,L,12.0,11.0,-0.111111111111,-0.111111111111,0.0,1.0
5.0,3.6,1.73,0,1.38888888889,2.05555555556,W,L,W,D,W,L,5.0,2.0,-0.111111111111,1.61111111111,-0.0555555555556,3.0
1.14,7.5,21.0,1,2.05555555556,0.666666666667,D,W,L,L,D,L,2.0,18.0,1.61111111111,-1.11111111111,0.388888888889,-16.0
