HomeOdds,DrawOdds,AwayOdds,Winner,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,HTGD,ATGD,DiffFormPts,DiffLP
5.0,3.6,1.73,1,0.928571428571,2.0,D,L,D,L,W,L,9.0,1.0,-0.214285714286,1.42857142857,-0.214285714286,8.0
2.5,3.3,2.88,1,1.0714285714299998,0.642857142857,D,L,D,L,L,L,18.0,15.0,-0.5,-0.714285714286,0.14285714285700002,3.0
2.1,3.3,3.6,1,1.35714285714,1.28571428571,W,D,W,D,L,W,14.0,18.0,0.14285714285700002,0.357142857143,-0.14285714285700002,-4.0
1.57,3.8,6.5,1,1.14285714286,0.642857142857,L,D,W,D,D,D,7.0,17.0,-0.28571428571400004,-0.785714285714,0.5,-10.0
1.22,6.0,15.0,1,1.78571428571,1.0,D,D,W,W,D,L,2.0,16.0,0.785714285714,-0.785714285714,0.428571428571,-14.0
2.2,3.2,3.5,-1,1.14285714286,1.14285714286,L,D,L,W,W,L,18.0,11.0,-0.428571428571,-0.214285714286,-0.14285714285700002,7.0
2.3,3.25,3.25,1,1.0714285714299998,1.21428571429,L,W,W,D,W,D,10.0,6.0,-0.214285714286,-0.214285714286,0.0,4.0
3.2,3.1,2.4,-1,1.0,1.57142857143,D,L,D,D,D,W,12.0,5.0,0.0,0.357142857143,0.0,7.0
2.6,3.2,2.8,0,1.35714285714,1.0714285714299998,W,D,W,L,D,D,13.0,8.0,0.14285714285700002,0.07142857142860001,0.28571428571400004,5.0
1.57,4.2,5.5,0,1.46666666667,1.2,W,W,D,W,D,L,14.0,18.0,0.4,-0.4,0.133333333333,-4.0
1.57,3.8,6.5,-1,1.0666666666700002,1.0666666666700002,D,L,D,L,L,D,8.0,18.0,0.06666666666669999,-0.6,0.333333333333,-10.0
3.4,3.3,2.2,-1,1.13333333333,1.73333333333,L,D,W,L,W,W,6.0,3.0,-0.333333333333,0.8666666666670001,-0.2,3.0
2.0,3.3,4.0,0,0.933333333333,1.0666666666700002,L,D,L,W,D,L,12.0,9.0,-0.2,-0.133333333333,-0.06666666666669999,3.0
1.25,5.5,13.0,1,1.86666666667,1.2,W,D,D,W,L,W,2.0,10.0,0.8666666666670001,-0.06666666666669999,0.133333333333,-8.0
3.4,3.25,2.2,0,1.2666666666700002,1.66666666667,W,W,W,W,D,D,11.0,5.0,0.0,0.533333333333,0.06666666666669999,6.0
2.0,3.5,3.75,1,0.6,0.933333333333,L,D,D,L,W,D,17.0,16.0,-0.933333333333,-0.8666666666670001,-0.06666666666669999,1.0
2.6,3.2,2.8,1,0.6,1.33333333333,L,L,L,D,W,D,15.0,13.0,-0.733333333333,0.133333333333,-0.333333333333,2.0
2.0,3.4,3.8,1,1.46666666667,1.2666666666700002,W,W,D,W,L,D,4.0,7.0,0.133333333333,-0.06666666666669999,-0.2,-3.0
5.0,3.6,1.73,0,1.2,1.86666666667,L,D,L,L,L,W,18.0,1.0,0.06666666666669999,1.2666666666700002,0.06666666666669999,17.0
2.0,3.3,4.0,1,1.35294117647,1.23529411765,L,D,W,W,L,W,14.0,10.0,0.294117647059,-0.235294117647,-0.0588235294118,4.0
2.8,3.25,2.6,0,1.52941176471,1.76470588235,D,W,W,D,D,L,4.0,1.0,0.176470588235,1.11764705882,0.35294117647100004,3.0
2.4,3.25,3.0,1,0.705882352941,1.05882352941,L,W,L,D,D,W,15.0,9.0,-0.7647058823530001,-0.117647058824,-0.176470588235,6.0
2.0,3.4,3.8,1,2.0,1.88235294118,W,W,W,W,W,L,2.0,3.0,1.17647058824,0.941176470588,-0.0588235294118,-1.0
1.8,3.6,4.5,0,1.23529411765,0.705882352941,W,L,W,L,W,L,10.0,17.0,-0.235294117647,-0.7647058823530001,0.235294117647,-7.0
2.2,3.2,3.5,1,1.33333333333,1.44444444444,D,W,L,W,L,D,13.0,14.0,0.111111111111,0.333333333333,-0.111111111111,-1.0
1.73,3.6,5.0,-1,1.77777777778,1.0,W,W,D,D,D,L,5.0,8.0,0.611111111111,-0.111111111111,0.444444444444,-3.0
3.25,3.25,2.25,-1,1.22222222222,1.77777777778,W,L,D,W,W,D,18.0,5.0,0.0555555555556,0.611111111111,-0.333333333333,13.0
1.29,5.5,11.0,1,2.05555555556,1.33333333333,W,W,W,D,W,L,2.0,13.0,1.22222222222,0.111111111111,0.277777777778,-11.0
2.1,3.3,3.6,-1,0.833333333333,0.888888888889,W,L,W,D,D,L,15.0,16.0,-0.666666666667,-0.833333333333,0.0555555555556,-1.0
2.1,3.25,3.75,1,1.44444444444,1.22222222222,W,L,D,L,W,W,14.0,18.0,0.333333333333,-0.277777777778,0.222222222222,-4.0
2.3,3.2,3.2,-1,1.16666666667,1.16666666667,L,W,L,L,D,D,10.0,11.0,-0.277777777778,-0.0555555555556,-0.111111111111,-1.0
3.2,3.3,2.3,-1,1.11111111111,1.5,W,L,L,D,D,W,6.0,4.0,-0.5,0.166666666667,-0.388888888889,2.0
1.91,3.4,4.2,-1,0.888888888889,0.666666666667,D,L,D,L,L,W,12.0,17.0,-0.222222222222,-0.833333333333,-0.0555555555556,-5.0
2.63,3.2,2.75,1,1.77777777778,1.72222222222,L,W,W,D,D,D,3.0,1.0,0.833333333333,1.05555555556,0.333333333333,2.0
1.53,4.0,6.5,1,1.5789473684200002,1.15789473684,W,D,D,L,W,L,4.0,18.0,0.210526315789,-0.0526315789474,0.368421052632,-14.0
1.62,3.75,6.0,-1,1.4210526315799998,1.3157894736799998,W,D,W,L,W,W,13.0,18.0,0.157894736842,-0.210526315789,-0.105263157895,-5.0
1.83,3.4,4.75,-1,1.26315789474,0.8421052631579999,W,L,D,L,D,L,11.0,12.0,0.0526315789474,-0.315789473684,0.315789473684,-1.0
1.44,4.2,8.0,1,1.68421052632,1.05263157895,L,W,W,L,W,L,5.0,6.0,0.526315789474,-0.526315789474,0.368421052632,-1.0
6.5,4.33,1.5,0,1.0,2.0,D,L,D,D,W,W,9.0,2.0,-0.157894736842,1.15789473684,-0.368421052632,7.0
1.83,3.5,4.5,-1,1.15789473684,1.15789473684,L,L,W,D,L,W,18.0,10.0,-0.368421052632,-0.263157894737,-0.0526315789474,8.0
3.4,3.2,2.25,0,0.6842105263160001,1.1052631578899998,D,L,L,W,D,D,17.0,8.0,-0.7894736842110001,-0.0526315789474,-0.105263157895,9.0
1.33,5.0,10.0,-1,1.15789473684,0.7894736842110001,L,L,W,L,W,L,7.0,15.0,-0.105263157895,-0.6842105263160001,0.0,-8.0
6.5,4.2,1.5,0,1.0,1.84210526316,W,D,D,W,L,W,16.0,3.0,-0.736842105263,0.894736842105,-0.210526315789,13.0
1.29,5.5,11.0,1,1.6315789473700002,1.3684210526299998,L,D,D,L,W,L,1.0,14.0,0.894736842105,0.263157894737,-0.210526315789,-13.0
1.29,5.5,10.0,1,1.75,1.25,W,L,W,L,L,W,5.0,18.0,0.6,-0.25,0.15,-13.0
2.0,3.4,3.8,1,0.8,0.9,W,D,L,W,L,W,17.0,15.0,-0.65,-0.6,-0.1,2.0
6.0,4.2,1.53,-1,1.1,2.05,L,L,L,W,D,W,18.0,2.0,-0.45,1.15,-0.35,16.0
1.4,4.5,8.5,1,1.65,0.95,W,W,D,W,L,D,4.0,12.0,0.3,-0.2,0.3,-8.0
1.83,3.5,4.5,1,1.35,1.1,L,W,D,L,D,L,13.0,10.0,0.05,-0.35,0.15,3.0
2.63,3.2,2.75,1,1.2,1.1,L,W,L,D,W,D,11.0,8.0,-0.05,-0.05,-0.05,3.0
1.7,3.75,5.0,1,1.25,1.45,W,L,L,W,L,W,7.0,14.0,-0.05,0.35,-0.05,-7.0
5.5,3.6,1.67,-1,0.95,1.8,L,D,L,D,W,L,9.0,3.0,-0.3,0.85,-0.35,6.0
1.29,5.5,11.0,1,1.59090909091,1.13636363636,L,D,W,L,W,L,1.0,10.0,0.7727272727269999,-0.363636363636,0.0454545454545,-9.0
1.33,5.0,10.0,1,1.86363636364,0.954545454545,W,W,W,W,L,W,5.0,15.0,0.7727272727269999,-0.590909090909,0.13636363636399998,-10.0
2.1,3.25,3.75,1,1.22727272727,1.3181818181799998,L,W,L,L,L,W,11.0,14.0,0.0,0.227272727273,0.0,-3.0
1.8,3.6,4.5,1,1.0,1.27272727273,L,L,L,L,W,L,18.0,18.0,-0.590909090909,-0.227272727273,-0.272727272727,0.0
6.0,4.0,1.57,-1,0.909090909091,1.81818181818,W,D,W,D,W,D,17.0,3.0,-0.5,0.909090909091,0.0,14.0
2.5,3.25,2.88,0,0.954545454545,1.0,D,L,D,W,L,W,16.0,12.0,-0.6818181818179999,-0.0909090909091,-0.0454545454545,4.0
2.2,3.25,3.4,0,1.36363636364,1.27272727273,W,L,L,W,W,L,13.0,18.0,0.0909090909091,0.13636363636399998,-0.0909090909091,-5.0
2.88,3.3,2.5,0,1.60869565217,2.0869565217400003,D,L,W,W,D,W,4.0,2.0,0.260869565217,1.2608695652200002,-0.0434782608696,2.0
2.2,3.2,3.5,0,1.13636363636,1.13636363636,L,L,W,W,L,D,7.0,8.0,-0.181818181818,-0.0909090909091,-0.227272727273,-1.0
2.4,3.2,3.1,0,1.04545454545,0.954545454545,D,W,L,L,D,L,9.0,6.0,-0.227272727273,-0.6818181818179999,0.0454545454545,3.0
3.5,3.4,2.1,1,0.9565217391299998,1.82608695652,D,L,D,D,W,W,6.0,5.0,-0.652173913043,0.739130434783,-0.347826086957,1.0
1.2,6.5,15.0,1,1.86956521739,0.9565217391299998,W,D,W,D,D,L,3.0,16.0,1.0,-0.652173913043,0.217391304348,-13.0
2.5,3.25,2.88,-1,1.21739130435,1.4347826087,L,L,W,W,W,L,18.0,13.0,-0.260869565217,0.130434782609,-0.260869565217,5.0
1.5,4.0,7.5,0,1.13043478261,0.8695652173909999,D,W,L,L,W,D,8.0,17.0,-0.08695652173910001,-0.6956521739129999,0.0,-9.0
2.2,3.2,3.5,1,1.0,1.30434782609,D,W,L,W,L,W,12.0,11.0,-0.08695652173910001,0.08695652173910001,-0.08695652173910001,1.0
1.2,6.5,15.0,1,2.0869565217400003,1.0,W,D,W,L,D,W,2.0,9.0,1.2608695652200002,-0.434782608696,0.260869565217,-7.0
3.5,3.4,2.1,0,1.2608695652200002,1.60869565217,D,W,W,D,L,W,18.0,4.0,0.130434782609,0.260869565217,-0.130434782609,14.0
3.4,3.2,2.25,-1,0.913043478261,1.13043478261,L,W,L,D,L,L,15.0,7.0,-0.608695652174,-0.17391304347800002,0.08695652173910001,8.0
2.25,3.3,3.25,1,1.21739130435,1.08695652174,W,L,W,W,L,L,10.0,18.0,-0.260869565217,-0.521739130435,0.17391304347800002,-8.0
6.0,3.75,1.62,-1,1.25,1.70833333333,L,D,L,W,W,L,14.0,1.0,0.125,0.958333333333,-0.25,13.0
8.0,5.0,1.36,-1,1.16666666667,2.125,L,L,L,W,W,D,18.0,2.0,-0.29166666666700003,1.25,-0.416666666667,16.0
3.2,3.25,2.3,-1,0.916666666667,1.04166666667,L,D,D,W,D,L,16.0,6.0,-0.75,-0.583333333333,-0.08333333333330001,10.0
1.53,3.8,7.0,1,1.20833333333,1.08333333333,W,D,L,W,D,W,7.0,12.0,-0.0416666666667,0.0,-0.125,-5.0
4.5,3.5,1.83,0,1.0,1.875,D,L,D,W,D,W,9.0,5.0,-0.416666666667,0.75,-0.333333333333,4.0
3.25,3.4,2.2,-1,1.16666666667,1.58333333333,L,W,L,D,D,L,10.0,4.0,-0.333333333333,0.25,-0.08333333333330001,6.0
2.38,3.3,3.0,-1,1.12,0.84,L,L,L,D,L,L,18.0,17.0,-0.36,-0.76,-0.08,1.0
1.83,3.5,4.5,1,1.2,0.84,L,L,D,L,L,L,14.0,15.0,-0.04,-0.72,-0.08,-1.0
1.62,3.75,6.0,1,1.28,1.2,W,W,D,L,L,W,7.0,11.0,0.0,-0.08,0.04,-4.0
2.1,3.3,3.6,1,1.04,1.2,L,W,D,L,D,D,12.0,18.0,-0.04,0.08,-0.04,-6.0
2.75,3.25,2.6,1,1.22222222222,1.11111111111,L,W,L,L,W,L,14.0,8.0,-0.037037037037,-0.111111111111,-0.037037037037,6.0
5.0,3.6,1.73,0,1.11111111111,1.66666666667,D,W,L,D,L,W,12.0,1.0,0.0,0.888888888889,-0.07407407407410001,11.0
2.6,3.2,2.8,-1,1.11111111111,1.18518518519,L,W,W,D,D,L,9.0,18.0,-0.37037037037,0.07407407407410001,0.111111111111,-9.0
1.85,3.4,4.5,0,1.0,0.888888888889,D,L,D,L,W,L,18.0,15.0,-0.62962962963,-0.7037037037039999,0.07407407407410001,3.0
4.0,3.6,1.91,1,1.07407407407,1.74074074074,D,L,L,W,W,W,18.0,4.0,-0.407407407407,0.333333333333,-0.37037037037,14.0
1.3,5.25,10.0,1,1.96296296296,1.22222222222,W,D,W,L,W,L,3.0,11.0,1.07407407407,-0.07407407407410001,0.259259259259,-8.0
2.1,3.25,3.75,0,1.25,1.28571428571,W,D,D,W,L,W,18.0,14.0,0.14285714285700002,0.035714285714300006,0.0,4.0
1.83,3.6,4.33,1,0.8928571428569999,1.14285714286,D,L,W,W,D,L,15.0,18.0,-0.678571428571,-0.321428571429,0.0,-3.0
6.5,4.0,1.53,-1,0.964285714286,2.14285714286,D,W,D,W,W,L,16.0,2.0,-0.642857142857,1.28571428571,-0.25,14.0
1.73,3.6,5.0,1,1.07407407407,1.14814814815,D,L,W,L,L,W,6.0,10.0,-0.555555555556,-0.296296296296,0.07407407407410001,-4.0
1.73,3.6,5.0,1,1.11111111111,1.37037037037,L,W,L,L,L,W,8.0,13.0,-0.111111111111,0.037037037037,-0.07407407407410001,-5.0
3.4,3.3,2.2,1,0.8928571428569999,1.39285714286,D,L,W,D,W,W,17.0,7.0,-0.642857142857,0.107142857143,-0.28571428571400004,10.0
1.5,4.0,7.5,0,1.75,1.10714285714,L,W,D,D,D,W,5.0,12.0,0.678571428571,0.0,-0.035714285714300006,-7.0
1.91,3.4,4.2,0,1.1785714285700002,1.0,L,L,W,D,D,L,11.0,18.0,-0.107142857143,-0.607142857143,0.0,-7.0
2.1,3.3,3.6,1,0.9,1.03333333333,L,L,D,L,D,L,16.0,9.0,-0.766666666667,-0.433333333333,0.0333333333333,7.0
2.0,3.25,4.0,1,1.2333333333299998,1.16666666667,D,W,W,W,D,D,8.0,12.0,0.0,0.0333333333333,0.0333333333333,-4.0
1.8,3.6,4.5,0,1.1034482758600002,1.1034482758600002,L,D,L,L,W,D,10.0,18.0,-0.379310344828,-0.448275862069,0.0,-8.0
1.83,3.5,4.5,-1,1.13793103448,0.965517241379,W,D,D,W,D,L,6.0,15.0,-0.413793103448,-0.51724137931,0.0344827586207,-9.0
1.36,4.75,9.0,1,2.0,1.33333333333,L,L,W,W,D,W,2.0,14.0,1.1,0.06666666666669999,-0.133333333333,-12.0
2.2,3.25,3.4,1,1.13333333333,1.2,L,D,L,L,D,W,11.0,18.0,-0.2,0.1,-0.06666666666669999,-7.0
1.57,4.0,6.0,0,1.63333333333,1.03333333333,D,D,L,W,W,D,4.0,17.0,0.233333333333,-0.433333333333,-0.06666666666669999,-13.0
5.0,3.6,1.73,0,1.0666666666700002,1.93333333333,W,D,D,D,D,W,18.0,3.0,-0.5,1.0,-0.1,15.0
2.63,3.2,2.75,-1,1.2666666666700002,1.4,D,L,L,W,L,D,13.0,7.0,-0.06666666666669999,0.1,-0.3,6.0
1.62,3.75,6.0,1,1.8,1.76666666667,W,W,W,W,D,L,1.0,5.0,0.966666666667,0.666666666667,0.06666666666669999,-4.0
2.25,3.2,3.4,1,1.09375,1.1875,D,W,L,L,L,D,9.0,13.0,-0.375,-0.28125,0.125,-4.0
2.3,3.5,3.0,-1,1.03125,0.96875,L,D,L,D,W,L,18.0,16.0,-0.5625,-0.6875,-0.03125,2.0
2.25,3.3,3.25,-1,0.969696969697,1.12121212121,L,L,D,W,D,L,17.0,6.0,-0.545454545455,-0.393939393939,0.0,11.0
1.67,3.75,5.5,1,1.33333333333,1.06060606061,W,D,W,D,D,D,8.0,10.0,0.121212121212,-0.363636363636,0.242424242424,-2.0
5.5,3.6,1.7,-1,1.1818181818200002,1.84848484848,W,W,D,W,W,D,18.0,1.0,-0.393939393939,0.969696969697,-0.0606060606061,17.0
1.73,3.6,5.0,0,1.90909090909,1.45454545455,D,W,D,W,L,W,3.0,7.0,0.969696969697,0.212121212121,-0.0606060606061,-4.0
5.5,3.6,1.67,0,1.1818181818200002,2.09090909091,L,W,L,W,W,W,18.0,2.0,0.030303030303,1.1515151515200002,-0.151515151515,16.0
2.88,3.4,2.4,0,1.63636363636,1.90909090909,D,W,D,D,W,D,4.0,3.0,0.242424242424,0.969696969697,0.0,1.0
1.2,6.5,15.0,1,1.84848484848,1.1515151515200002,W,W,D,W,D,W,1.0,9.0,0.969696969697,-0.30303030303,0.151515151515,-8.0
2.88,3.5,2.38,0,1.0,1.1818181818200002,L,L,D,L,W,L,18.0,18.0,-0.606060606061,0.030303030303,-0.0909090909091,0.0
1.8,3.6,4.5,0,1.12121212121,1.1515151515200002,W,D,L,L,D,W,6.0,11.0,-0.393939393939,-0.0909090909091,0.0606060606061,-5.0
2.5,3.25,2.88,0,0.970588235294,1.14705882353,D,L,L,D,L,W,15.0,12.0,-0.588235294118,0.0294117647059,-0.0588235294118,3.0
1.57,4.0,6.0,0,1.61764705882,1.14705882353,D,D,W,L,W,W,4.0,18.0,0.235294117647,-0.441176470588,-0.0882352941176,-14.0
2.1,3.25,3.75,1,1.11764705882,1.0,L,L,L,W,L,D,13.0,16.0,-0.35294117647100004,-0.617647058824,-0.176470588235,-3.0
1.44,4.33,7.5,1,1.44117647059,1.11764705882,D,W,L,L,W,D,7.0,9.0,0.205882352941,-0.35294117647100004,0.0882352941176,-2.0
1.2,6.5,15.0,1,1.84848484848,0.969696969697,W,W,D,L,L,D,1.0,17.0,0.969696969697,-0.545454545455,0.181818181818,-16.0
1.44,4.33,7.5,1,2.05882352941,1.38235294118,D,W,W,W,W,D,2.0,8.0,1.11764705882,0.176470588235,-0.0294117647059,-6.0
4.5,3.8,1.75,1,1.35294117647,1.88235294118,W,W,L,D,D,W,14.0,3.0,0.117647058824,0.941176470588,0.0588235294118,11.0
3.6,3.3,2.1,-1,1.02941176471,1.73529411765,L,D,D,W,L,W,10.0,5.0,-0.411764705882,0.617647058824,-0.176470588235,5.0
1.8,3.4,5.0,1,1.14705882353,0.970588235294,D,L,D,D,L,L,11.0,15.0,-0.0882352941176,-0.588235294118,0.0,-4.0
1.8,3.5,4.75,1,1.14705882353,1.35294117647,D,L,W,W,W,L,12.0,14.0,0.0294117647059,0.117647058824,-0.0588235294118,-2.0
2.8,3.25,2.6,0,0.971428571429,1.3428571428600002,L,W,L,L,W,W,16.0,8.0,-0.657142857143,0.14285714285700002,-0.0857142857143,8.0
2.38,3.3,3.0,1,1.14285714286,1.17142857143,D,L,W,D,W,W,18.0,6.0,-0.428571428571,-0.34285714285700003,0.0,12.0
2.6,3.2,2.8,-1,1.17142857143,1.2,W,L,L,W,D,L,13.0,12.0,-0.28571428571400004,0.114285714286,-0.114285714286,1.0
1.44,4.33,7.5,1,1.9142857142900005,1.57142857143,W,W,W,L,D,D,1.0,4.0,1.05714285714,0.2,0.2,-3.0
2.63,3.4,2.63,0,0.971428571429,1.2,D,L,L,W,D,L,18.0,11.0,-0.628571428571,0.0,-0.171428571429,7.0
1.91,3.5,4.0,1,1.02941176471,1.35294117647,L,D,D,W,W,L,10.0,14.0,-0.411764705882,0.117647058824,-0.176470588235,-4.0
2.5,3.25,2.88,-1,1.18918918919,1.0,W,L,W,W,D,L,13.0,15.0,-0.324324324324,-0.5675675675680001,0.027027027027,-2.0
2.2,3.4,3.25,1,0.972972972973,1.24324324324,D,D,D,L,L,L,18.0,14.0,-0.594594594595,-0.027027027027,-0.0810810810811,4.0
5.0,3.6,1.73,0,1.05405405405,2.05405405405,D,W,L,W,L,W,10.0,2.0,-0.378378378378,1.05405405405,-0.135135135135,8.0
2.63,3.25,2.75,1,1.16216216216,1.37837837838,L,W,D,W,D,L,18.0,8.0,-0.432432432432,0.162162162162,-0.0810810810811,10.0
1.36,5.0,8.5,-1,1.81081081081,1.13513513514,L,W,L,D,L,D,3.0,6.0,0.810810810811,-0.351351351351,-0.0810810810811,-3.0
2.2,3.25,3.4,-1,1.05405405405,1.21621621622,L,D,L,L,W,W,9.0,12.0,-0.486486486486,0.108108108108,-0.0810810810811,-3.0
1.25,6.0,11.0,0,1.89189189189,1.18918918919,L,W,W,W,L,D,1.0,18.0,1.0,-0.027027027027,0.189189189189,-17.0
1.73,3.8,4.75,-1,1.56756756757,1.5135135135100002,W,W,W,L,D,L,7.0,4.0,0.486486486486,0.162162162162,0.27027027027,3.0
2.1,3.4,3.5,1,0.972972972973,0.891891891892,D,D,L,D,L,L,16.0,17.0,-0.621621621622,-0.621621621622,0.108108108108,-1.0
1.36,4.75,9.0,1,1.75675675676,1.24324324324,W,L,W,W,D,W,5.0,11.0,0.594594594595,0.0540540540541,0.027027027027,-6.0
5.0,3.75,1.7,-1,1.21052631579,1.7894736842099996,L,L,L,W,W,L,14.0,5.0,-0.0526315789474,0.657894736842,-0.236842105263,9.0
3.1,3.25,2.38,1,1.34210526316,1.86842105263,L,W,D,D,L,W,8.0,1.0,0.131578947368,0.973684210526,-0.0789473684211,7.0
3.75,3.6,1.95,0,1.26315789474,1.7631578947400002,W,L,W,L,L,W,12.0,3.0,0.157894736842,0.763157894737,0.157894736842,9.0
3.2,3.4,2.25,1,1.1842105263200002,1.52631578947,W,D,L,L,W,W,6.0,7.0,-0.315789473684,0.421052631579,-0.0526315789474,-1.0
2.0,3.5,3.75,0,1.1842105263200002,1.21052631579,D,W,L,W,L,W,18.0,18.0,-0.0263157894737,-0.394736842105,-0.0263157894737,0.0
2.75,3.6,2.4,-1,1.21052631579,1.02631578947,L,W,D,W,D,D,11.0,16.0,-0.0263157894737,-0.578947368421,0.0,-5.0
1.53,4.0,6.5,1,1.55263157895,1.02631578947,W,L,D,L,L,D,4.0,9.0,0.210526315789,-0.526315789474,0.105263157895,-5.0
2.0,3.5,3.75,-1,0.868421052632,1.15789473684,L,D,L,L,W,L,17.0,13.0,-0.631578947368,-0.368421052632,-0.131578947368,4.0
2.2,3.0,3.75,-1,1.05263157895,1.05263157895,W,W,D,D,D,W,15.0,10.0,-0.5,-0.368421052632,0.0789473684211,5.0
1.6,4.0,5.5,1,2.02631578947,1.02631578947,D,W,L,W,D,D,2.0,18.0,1.02631578947,-0.552631578947,0.0526315789474,-16.0
4.2,3.4,1.91,1,0.2,0.8,D,L,L,W,L,L,15.0,4.0,-0.8,-1.4,-0.6,11.0
1.91,3.4,4.2,0,1.25,1.75,D,W,D,W,W,D,9.0,12.0,0.5,0.5,-0.5,-3.0
1.8,3.6,4.6,-1,0.6,0.4,L,L,L,L,L,D,14.0,18.0,-0.8,-0.6,0.2,-4.0
1.5,4.0,7.0,1,1.4,1.0,W,D,W,L,W,D,7.0,16.0,0.4,-0.2,0.4,-9.0
2.63,3.2,2.75,1,0.4,0.6,L,D,D,W,L,L,18.0,11.0,-1.0,-0.4,-0.2,7.0
1.91,3.4,4.2,-1,1.4,0.8,L,D,W,D,L,W,17.0,18.0,0.2,-1.0,0.6,-1.0
6.5,3.8,1.57,0,0.4,2.4,D,L,L,W,W,W,8.0,3.0,-0.6,2.4,-2.0,5.0
1.83,3.5,4.5,1,2.4,2.0,W,W,W,W,W,W,1.0,2.0,3.0,0.8,0.4,-1.0
2.4,3.2,3.1,1,0.4,1.6,L,D,L,W,W,D,10.0,13.0,-0.4,0.4,-1.2,-3.0
2.63,3.4,2.63,1,1.2,1.4,W,W,L,L,W,W,5.0,6.0,-0.2,0.6,-0.2,-1.0
1.44,4.33,7.5,1,2.16666666667,1.16666666667,D,W,W,L,W,D,3.0,7.0,2.0,0.0,1.0,-4.0
1.36,4.5,10.0,1,1.16666666667,1.16666666667,L,L,W,L,L,D,6.0,17.0,-0.166666666667,-0.333333333333,0.0,-11.0
1.2,6.5,15.0,1,1.66666666667,0.833333333333,L,W,W,W,L,D,2.0,18.0,0.333333333333,-0.333333333333,0.833333333333,-16.0
1.83,3.5,4.5,1,1.5,0.666666666667,D,D,W,W,D,L,12.0,15.0,0.333333333333,-0.5,0.833333333333,-3.0
4.0,3.5,1.91,-1,0.833333333333,1.5,L,L,W,W,W,W,16.0,5.0,-0.5,0.0,-0.666666666667,11.0
2.3,3.25,3.25,0,0.5,0.5,L,W,L,D,D,L,11.0,8.0,-0.833333333333,-0.5,0.0,3.0
6.5,4.0,1.53,0,1.33333333333,2.5,L,W,W,W,W,W,13.0,1.0,-0.333333333333,2.83333333333,-1.16666666667,12.0
1.44,4.5,7.0,1,0.8,0.6,W,L,L,L,L,L,4.0,14.0,-1.4,-0.8,0.2,-10.0
2.3,3.25,3.2,0,1.16666666667,1.16666666667,W,D,L,D,D,D,18.0,9.0,-0.333333333333,0.333333333333,0.0,9.0
2.5,3.4,2.8,1,0.833333333333,0.833333333333,W,L,L,W,L,D,18.0,10.0,-0.333333333333,0.333333333333,0.0,8.0
1.33,5.0,10.0,1,2.375,1.375,W,W,D,W,D,D,3.0,9.0,2.25,0.5,0.75,-6.0
1.36,4.5,10.0,1,1.85714285714,1.0,W,L,W,L,L,W,2.0,7.0,0.714285714286,-0.28571428571400004,0.714285714286,-5.0
3.0,3.3,2.4,0,1.625,2.375,W,W,L,W,D,W,6.0,1.0,0.25,2.375,-0.5,5.0
2.2,3.3,3.4,1,1.0,1.0,L,W,W,W,L,W,18.0,18.0,-0.375,-0.375,-0.125,0.0
2.3,3.3,3.2,-1,0.625,0.375,L,L,L,L,L,L,16.0,14.0,-0.75,-1.5,0.375,2.0
2.2,3.2,3.5,1,1.125,0.875,L,D,L,W,D,D,13.0,8.0,-0.5,0.375,0.125,5.0
1.83,3.5,4.5,0,1.0,0.5,L,D,W,L,L,W,18.0,15.0,-1.0,-1.125,0.125,3.0
1.44,4.33,7.5,1,0.875,0.75,L,W,L,D,L,W,4.0,10.0,-0.75,0.125,0.125,-6.0
3.0,3.3,2.4,0,1.875,1.625,W,W,D,D,W,W,12.0,5.0,0.625,0.125,-0.25,7.0
2.0,3.3,4.0,1,0.625,0.875,D,D,L,L,L,L,11.0,17.0,-0.625,-0.5,0.5,-6.0
1.57,3.8,6.5,1,1.77777777778,0.555555555556,D,W,W,L,L,L,12.0,16.0,0.555555555556,-0.888888888889,1.0,-4.0
2.0,3.3,4.0,-1,1.375,0.625,W,D,D,D,D,L,9.0,11.0,0.5,-0.625,0.25,-2.0
2.2,3.2,3.5,-1,0.666666666667,0.666666666667,W,L,L,L,D,L,14.0,10.0,-1.11111111111,0.0,-0.111111111111,4.0
1.29,5.5,11.0,0,1.55555555556,1.22222222222,D,W,W,W,L,W,6.0,18.0,0.222222222222,-0.111111111111,-0.222222222222,-12.0
2.0,3.4,3.8,0,0.777777777778,0.888888888889,L,L,L,L,W,L,17.0,18.0,-0.666666666667,-0.555555555556,-0.666666666667,-1.0
1.53,4.0,6.5,1,1.11111111111,1.33333333333,W,L,W,W,L,D,4.0,13.0,-0.555555555556,-0.222222222222,0.222222222222,-9.0
4.0,3.5,1.91,-1,0.555555555556,1.77777777778,D,L,L,W,D,W,15.0,5.0,-1.0,0.222222222222,-0.888888888889,10.0
2.25,3.25,3.3,-1,0.777777777778,1.11111111111,L,W,D,W,L,L,8.0,7.0,0.111111111111,-0.222222222222,0.0,1.0
2.0,3.4,3.8,-1,2.22222222222,2.44444444444,D,W,D,W,W,W,1.0,3.0,2.11111111111,2.33333333333,-0.222222222222,-2.0
9.5,5.0,1.33,1,1.0,2.11111111111,D,L,D,W,W,W,18.0,2.0,-0.888888888889,1.22222222222,-0.666666666667,16.0
